Sequence,Age,Sex,Height,Drunk,Timestamp,Image Number,Color,Word,Response,Time Taken
5,22,f,164,d,1742621892.8267088
0,0,0,0,0,0,13,blue,green,y,4.382838726043701
0,0,0,0,0,0,8,yellow,blue,y,6.693055152893066
0,0,0,0,0,0,2,green,red,y,14.643856048583984
0,0,0,0,0,0,11,red,yellow,y,12.503482103347778
0,0,0,0,0,0,10,green,yellow,n,8.815330266952515
0,0,0,0,0,0,14,green,green,y,14.965464353561401
