Sequence,Age,Sex,Height,Drunk,Timestamp,Image Number,Color,Word,Response,Time Taken
1,23,m,188,s,1742617917.0627847
0,0,0,0,0,0,16,yellow,green,y,4.488456726074219
0,0,0,0,0,0,3,red,red,y,2.4826674461364746
0,0,0,0,0,0,9,blue,yellow,y,2.5625829696655273
0,0,0,0,0,0,10,green,yellow,y,2.4598822593688965
0,0,0,0,0,0,6,green,blue,y,2.5629031658172607
0,0,0,0,0,0,4,yellow,red,y,2.509106397628784
0,0,0,0,0,0,13,blue,green,y,2.471587657928467
0,0,0,0,0,0,5,blue,blue,y,2.5860462188720703
0,0,0,0,0,0,1,blue,red,y,2.5717577934265137
0,0,0,0,0,0,2,green,red,y,2.554177761077881
0,0,0,0,0,0,15,red,green,y,2.4855077266693115
0,0,0,0,0,0,8,yellow,blue,y,2.554248332977295
0,0,0,0,0,0,7,red,blue,y,2.5778002738952637
0,0,0,0,0,0,14,green,green,y,2.5715525150299072
0,0,0,0,0,0,12,yellow,yellow,n,2.5598671436309814
0,0,0,0,0,0,12,yellow,yellow,y,2.5512192249298096
0,0,0,0,0,0,0,0,0,0,0,0.05
0,0,0,0,0,0,0,0,0,0,0,21.33
Timestamp,Pupil_X,Pupil_Y
0.0,163.95701599121094,222.35594177246094
23.565833333333334,164.2283935546875,221.9681854248047
55.620000000000005,164.8668670654297,221.98207092285156
86.58666666666667,165.45599365234375,222.57826232910156
125.06916666666667,166.1555633544922,223.04998779296875
160.905,166.70591735839844,223.0084686279297
192.18666666666667,165.91712951660156,227.94053649902344
224.31416666666667,163.9729461669922,234.83909606933594
250.8841666666667,163.99176025390625,234.91439819335938
284.86583333333334,163.79873657226562,235.10427856445312
317.53999999999996,163.50389099121094,234.44012451171875
352.68583333333333,161.5911407470703,235.2742462158203
383.2416666666667,156.6495361328125,238.01434326171875
416.5258333333333,156.4238739013672,238.39126586914062
448.7416666666667,156.10867309570312,238.56448364257812
484.3975,155.3704376220703,239.04200744628906
526.5758333333333,153.9424285888672,232.06838989257812
561.8149999999999,157.28297424316406,199.6749267578125
586.9441666666667,159.6958465576172,186.131591796875
624.1408333333334,162.04788208007812,187.62135314941406
649.7766666666666,162.97000122070312,188.41912841796875
686.665,166.1426239013672,190.6539764404297
717.0608333333333,173.23976135253906,188.5188446044922
749.4625,183.1748504638672,188.28067016601562
783.7808333333334,185.0587921142578,188.55311584472656
815.52,186.8841552734375,189.389892578125
848.9908333333334,188.0948944091797,189.3922576904297
883.4758333333333,189.44869995117188,189.2228546142578
916.8908333333334,201.8478240966797,178.2299346923828
950.2125,206.31394958496094,179.185302734375
983.0116666666667,206.07470703125,178.70681762695312
1015.9658333333332,207.30250549316406,178.5264434814453
1049.9941666666666,206.01976013183594,175.60452270507812
1083.4250000000002,202.2584228515625,204.1662139892578
1116.295,196.01144409179688,240.198486328125
1149.54,192.9837188720703,248.01156616210938
1182.35,193.11573791503906,247.9851531982422
1215.5641666666666,192.78646850585938,248.4742889404297
1248.5916666666667,192.82977294921875,248.1925811767578
1282.3525,193.2390594482422,247.981689453125
1315.9258333333332,196.30653381347656,244.83448791503906
1350.2641666666666,196.53506469726562,244.29347229003906
1382.4016666666666,196.68455505371094,243.71612548828125
1415.9091666666666,196.04226684570312,242.9429473876953
1448.6458333333335,196.12045288085938,243.31890869140625
1483.0341666666666,196.13320922851562,244.12001037597656
1516.7475,195.7135467529297,244.7579803466797
1549.9350000000002,194.90475463867188,245.8145294189453
1583.6025,194.68394470214844,246.93492126464844
1615.9975,192.27537536621094,242.3970947265625
1648.3008333333332,188.33692932128906,226.2499237060547
1682.4841666666666,188.6494903564453,207.62075805664062
1715.6991666666665,185.9553680419922,191.10946655273438
1748.9891666666665,186.7837371826172,190.34976196289062
1782.1591666666668,187.71728515625,191.12046813964844
1814.77,190.61407470703125,191.73690795898438
