Timestamp,Pupil_X,Pupil_Y,Predicted_Screen_X,Predicted_Screen_Y
2002.0,323.7781066894531,254.6368865966797,809,400
2035.3666666666663,321.4698791503906,254.0239105224609,791,400
2068.733333333333,282.4594116210937,252.8359222412109,497,400
2102.1,279.9603271484375,252.9892425537109,478,400
2135.4666666666667,280.23016357421875,253.00035095214844,480,400
2168.833333333333,280.5880126953125,253.06967163085935,482,400
2202.2,276.4613647460937,253.53550720214844,451,400
2235.5666666666666,277.0632019042969,253.26776123046875,456,400
2268.9333333333334,277.1976013183594,253.50767517089844,457,400
2302.3,277.3280029296875,253.2360076904297,458,400
2335.6666666666665,277.8616638183594,253.22857666015625,462,400
2369.0333333333333,278.2329406738281,253.258056640625,465,400
2402.4,280.23797607421875,253.1814727783203,480,400
2435.766666666667,321.8197326660156,252.88624572753903,794,400
2469.133333333333,326.4037780761719,252.68865966796875,829,400
2502.5,325.76953125,253.11404418945312,824,400
2535.866666666667,325.9066467285156,253.1251678466797,825,400
2569.233333333333,326.009033203125,253.31153869628903,826,400
2602.6,326.0354309082031,253.15643310546875,826,400
2635.9666666666667,326.31964111328125,252.74771118164065,828,400
2669.333333333333,326.5038146972656,252.6803741455078,829,400
2702.7,326.48291015625,252.7793884277344,829,400
2736.0666666666666,326.4555358886719,252.48513793945312,829,400
2769.4333333333334,326.9808044433594,252.42269897460935,833,400
2802.8,298.7698974609375,252.1486053466797,620,400
2836.1666666666665,283.0321960449219,252.12240600585935,501,400
2869.5333333333333,282.2787475585937,252.45335388183597,495,400
2902.9,282.316162109375,253.029541015625,496,400
2936.266666666667,282.84942626953125,252.9283599853516,500,400
2969.633333333333,282.1145324707031,253.25717163085935,494,400
3003.0,279.9541931152344,253.1313018798828,478,400
3036.366666666667,280.0204467773437,252.99264526367188,478,400
3069.733333333333,280.00262451171875,253.03585815429688,478,400
3103.1,279.9794616699219,252.2877197265625,478,400
3136.4666666666667,280.0596923828125,252.48635864257807,478,400
3169.833333333333,286.491943359375,253.26724243164065,527,400
3203.2,320.5577392578125,252.15362548828125,784,400
3236.5666666666666,322.9837341308594,252.93020629882807,803,400
3269.9333333333334,322.5894775390625,252.95053100585935,800,400
3303.3,322.5259094238281,252.7480010986328,799,400
3336.6666666666665,328.3898620605469,253.00045776367188,844,400
3370.0333333333333,328.537353515625,252.91574096679688,845,400
3403.4,328.5543212890625,253.0505828857422,845,400
3436.766666666667,328.501220703125,252.72561645507807,844,400
3470.133333333333,328.6642761230469,252.13902282714844,846,400
3503.5,328.2281494140625,252.00823974609372,842,400
3536.866666666667,328.2124938964844,251.4468231201172,842,400
3570.233333333333,327.9640808105469,251.20169067382807,840,400
3603.6,287.6463317871094,249.603515625,535,400
3636.9666666666662,276.4872741699219,251.53013610839844,451,400
3670.3333333333335,277.403076171875,250.44119262695312,458,400
3703.7,277.224365234375,250.3749237060547,457,400
3737.0666666666666,277.3285827636719,250.4315643310547,458,400
3770.433333333333,280.0113525390625,250.2090301513672,478,400
3803.8,280.4711303710937,250.2150115966797,481,400
3837.1666666666665,280.2802124023437,250.0384063720703,480,400
3870.533333333333,279.8871459960937,249.70616149902344,477,400
3903.9,279.9306945800781,249.3061370849609,477,400
3937.266666666667,285.6542053222656,249.1383514404297,520,400
3970.633333333333,324.6911315917969,248.36077880859372,815,400
4004.0,324.5650329589844,248.59210205078125,814,400
4037.366666666667,324.1307678222656,248.6867218017578,811,400
4070.733333333333,323.7186584472656,248.2645263671875,808,400
4104.1,325.2425537109375,248.6034698486328,819,400
4137.466666666666,328.57867431640625,248.03895568847656,844,400
4170.833333333333,328.7613525390625,248.5035858154297,846,400
4204.2,328.7491760253906,247.9478454589844,846,400
4237.566666666667,328.6138610839844,247.58938598632807,845,400
4270.933333333333,328.84307861328125,246.84487915039065,846,400
4304.3,329.0722351074219,246.3358459472656,848,400
4337.666666666667,322.4661560058594,246.00802612304688,798,400
4371.033333333334,297.3435974121094,246.24749755859372,608,400
4404.4,280.1215209960937,245.89930725097656,478,400
4437.766666666666,280.2450866699219,246.4777374267578,479,400
4471.133333333333,280.74041748046875,246.3228912353516,483,400
4504.5,280.9116516113281,246.76126098632807,484,400
4537.866666666667,281.51483154296875,246.41799926757807,489,400
4571.233333333334,281.2764587402344,246.00421142578125,487,400
4604.6,281.218017578125,245.5955810546875,486,400
4637.966666666666,281.63690185546875,245.779296875,490,400
4671.333333333333,320.7049560546875,244.65830993652344,785,400
4704.7,332.37713623046875,245.1429901123047,873,400
4738.066666666667,331.6782531738281,245.6254119873047,868,400
4771.433333333333,331.8247375488281,245.65377807617188,869,400
4804.8,331.81787109375,245.6559295654297,869,400
4838.166666666667,331.7347412109375,245.3014678955078,868,400
4871.533333333334,331.4846496582031,245.5802764892578,866,400
4904.9,331.81549072265625,244.6787109375,868,400
4938.266666666666,331.6697998046875,244.770263671875,867,400
4971.633333333333,331.67578125,244.0403289794922,867,400
5005.0,331.0250244140625,244.18551635742188,862,400
5038.366666666667,292.24810791015625,243.24465942382807,569,400
5071.733333333334,283.1087341308594,243.98329162597656,500,400
5105.1,283.0571594238281,243.5621337890625,500,400
5138.466666666666,283.35302734375,243.7714691162109,502,400
5171.833333333333,283.685546875,243.9105224609375,505,400
5205.2,283.71112060546875,243.8064727783203,505,400
5238.566666666667,284.1133117675781,243.78765869140625,508,400
5271.933333333333,283.9626770019531,243.4903717041016,507,400
5305.3,284.1726379394531,243.5970001220703,508,400
5338.666666666667,319.2250061035156,242.3507232666016,773,400
5372.033333333334,332.4945678710937,243.3575134277344,873,400
5405.4,332.0624694824219,244.1388702392578,870,400
5438.766666666666,331.3399963378906,244.62615966796875,865,400
5472.133333333333,331.098876953125,244.81407165527344,863,400
5505.5,330.93536376953125,244.8882598876953,862,400
5538.866666666667,330.89385986328125,245.36167907714844,862,400
5572.233333333334,330.7355041503906,244.85189819335935,860,400
5605.6,330.7565612792969,245.09088134765625,861,400
5638.966666666666,330.6979675292969,245.0026397705078,860,400
5672.333333333333,330.8770751953125,245.23887634277344,861,400
5705.7,310.258544921875,243.6726837158203,705,400
5739.066666666667,283.33184814453125,244.3920745849609,502,400
5772.433333333333,282.9385681152344,244.51890563964844,499,400
5805.8,282.8059997558594,245.4910888671875,498,400
5839.166666666667,282.6771545410156,245.3556671142578,497,400
5872.533333333334,282.5687561035156,245.35731506347656,496,400
5905.9,282.9661865234375,245.6868896484375,500,400
5939.266666666666,282.7409362792969,245.5860595703125,498,400
5972.633333333333,282.37548828125,246.1328887939453,495,400
6006.0,282.4440002441406,245.59022521972656,496,400
6039.366666666667,282.3131103515625,245.29969787597656,495,400
6072.733333333334,317.7106018066406,244.64761352539065,762,400
6106.1,332.3856506347656,245.3490447998047,873,400
6139.466666666666,331.4435119628906,246.6184539794922,866,400
6172.833333333333,330.7894897460937,247.0615081787109,861,400
6206.2,330.48883056640625,247.5269927978516,859,400
6239.566666666667,330.12762451171875,247.44639587402344,856,400
6272.933333333333,329.82049560546875,247.53135681152344,854,400
6306.3,329.7001342773437,247.55630493164065,853,400
6339.666666666667,329.7231140136719,247.24530029296875,853,400
6373.033333333334,329.7729187011719,247.3765411376953,853,400
6406.4,329.7514953613281,247.38394165039065,853,400
6439.766666666666,310.19805908203125,246.470947265625,705,400
6473.133333333333,285.7168884277344,245.74229431152344,520,400
6506.5,285.67633056640625,246.16043090820312,520,400
6539.866666666667,285.9305114746094,247.0391082763672,522,400
6573.233333333334,284.8865051269531,246.68186950683597,514,400
6606.6,282.28155517578125,247.3495330810547,495,400
6639.966666666666,282.1678161621094,247.82470703125,494,400
6673.333333333333,282.1670227050781,247.48977661132807,494,400
6706.7,282.6902160644531,248.4392242431641,498,400
6740.066666666667,282.4249572753906,247.46728515625,496,400
6773.433333333333,282.759033203125,247.59698486328125,498,400
6806.8,283.84991455078125,247.2078094482422,506,400
6840.166666666667,325.6995849609375,246.83499145507807,823,400
6873.533333333334,330.4619445800781,247.17140197753903,859,400
6906.9,330.1861877441406,247.68084716796875,857,400
6940.266666666666,337.0002136230469,248.71145629882807,908,400
6973.633333333333,337.8587951660156,248.6754302978516,915,400
7007.0,331.8133850097656,248.77288818359372,869,400
7040.366666666667,328.4878845214844,249.35745239257807,844,400
7073.733333333334,328.40985107421875,249.8121490478516,843,400
7107.1,328.4606018066406,249.5848846435547,844,400
7140.466666666666,328.4545288085937,249.305419921875,844,400
7173.833333333333,328.3349304199219,249.2754669189453,843,400
7207.2,328.567626953125,248.9929351806641,844,400
7240.566666666667,328.5429077148437,248.82737731933597,844,400
7273.933333333333,306.765380859375,247.7076110839844,680,400
7307.3,283.95050048828125,247.05795288085935,507,400
7340.666666666667,284.3763122558594,247.7894744873047,510,400
7374.033333333334,284.407958984375,247.3152008056641,511,400
7407.4,284.8961486816406,248.10650634765625,514,400
7440.766666666666,284.6438903808594,247.96116638183597,512,400
7474.133333333333,282.5021057128906,250.7868804931641,497,400
7507.5,282.2695617675781,248.0066680908203,495,400
7540.866666666667,282.3560485839844,249.077392578125,495,400
7574.233333333334,312.8774719238281,247.4216461181641,726,400
7607.6,336.163818359375,247.2469787597656,902,400
7640.966666666666,334.4013061523437,248.08865356445312,888,400
7674.333333333333,334.1283569335937,248.1698760986328,886,400
7707.7,334.232421875,248.2638397216797,887,400
7741.066666666667,331.3999328613281,249.070068359375,866,400
7774.433333333333,331.5426025390625,248.7876739501953,867,400
7807.8,331.78839111328125,248.90493774414065,869,400
7841.166666666667,331.8968811035156,248.28111267089844,870,400
7874.533333333334,331.9844970703125,248.402587890625,870,400
7907.9,331.7698669433594,248.2461853027344,869,400
7941.266666666666,332.1163024902344,248.23635864257807,871,400
7974.633333333333,304.6083984375,246.8898162841797,663,400
8008.0,283.83349609375,246.21290588378903,506,400
8041.366666666667,284.5723876953125,246.84127807617188,512,400
8074.733333333334,284.9942626953125,246.48709106445312,515,400
8108.1,284.8902587890625,246.7897491455078,514,400
8141.466666666666,285.5348815917969,246.71307373046875,519,400
8174.833333333333,285.76373291015625,246.7736968994141,521,400
8208.2,285.3664855957031,247.00852966308597,518,400
8241.566666666668,285.6879577636719,246.4240875244141,520,400
8274.933333333332,285.9088134765625,246.26275634765625,522,400
8308.3,286.0985717773437,245.54432678222656,523,400
8341.666666666666,286.4522399902344,245.45037841796875,526,400
8375.033333333333,304.19781494140625,245.716552734375,660,400
8408.4,338.07586669921875,245.4488220214844,916,400
8441.766666666666,333.73291015625,245.9044952392578,883,400
8475.133333333333,333.49371337890625,246.16783142089844,881,400
8508.5,333.4939880371094,246.3018035888672,881,400
8541.866666666667,333.2597045898437,245.8571319580078,880,400
8575.233333333334,334.0230407714844,245.94232177734372,885,400
8608.6,334.2660827636719,245.8614959716797,887,400
8641.966666666667,333.9563903808594,245.80487060546875,885,400
8675.333333333334,334.0657958984375,245.39300537109372,886,400
8708.7,334.11016845703125,245.14254760742188,886,400
8742.066666666668,323.8826904296875,244.40028381347656,809,400
8775.433333333332,288.44012451171875,243.3657684326172,541,400
8808.8,288.8341369628906,244.3267974853516,544,400
8842.166666666666,289.6034545898437,244.81614685058597,550,400
8875.533333333333,289.9986267089844,245.3137359619141,553,400
8908.9,289.21466064453125,245.04409790039065,547,400
8942.266666666666,287.354736328125,245.0145568847656,533,400
8975.633333333333,287.2545471191406,245.09112548828125,532,400
9009.0,287.2183837890625,244.8107452392578,532,400
9042.366666666669,287.3853759765625,245.25473022460935,533,400
9075.733333333334,298.3729248046875,246.02291870117188,616,400
9109.1,338.965576171875,245.72048950195312,923,400
9142.466666666667,336.6048583984375,245.96875,905,400
9175.833333333334,335.4820556640625,245.922607421875,896,400
9209.2,335.2621154785156,246.76304626464844,895,400
9242.566666666668,335.1459045410156,246.33950805664065,894,400
9275.933333333332,334.7845458984375,246.50294494628903,891,400
9309.3,334.2776794433594,246.24435424804688,887,400
9342.666666666666,334.4569396972656,245.7017364501953,889,400
9376.033333333333,334.6554870605469,246.06700134277344,890,400
9409.4,334.5845642089844,245.70040893554688,890,400
9442.766666666666,332.7717590332031,245.60171508789065,876,400
9476.133333333331,290.5110168457031,244.0648956298828,556,400
9509.5,282.7703552246094,243.34507751464844,498,400
9542.866666666669,282.9608459472656,244.3021697998047,499,400
9576.233333333334,283.37066650390625,244.3411102294922,502,400
9609.6,285.1487731933594,244.6565093994141,516,400
9642.966666666667,286.2179260253906,244.5447235107422,524,400
9676.333333333334,286.3262939453125,244.803955078125,525,400
9709.7,286.4693603515625,244.7269287109375,526,400
9743.066666666668,286.3490905761719,244.6619110107422,525,400
9776.433333333332,286.03778076171875,244.78810119628903,523,400
9809.8,285.81884765625,244.50450134277344,521,400
9843.166666666666,294.33135986328125,245.4875640869141,585,400
9876.533333333333,334.2586669921875,244.2997589111328,887,400
9909.9,334.4376525878906,245.47824096679688,888,400
9943.266666666666,333.5345764160156,244.7957305908203,881,400
9976.633333333331,333.1953125,245.63958740234372,879,400
10010.0,338.048583984375,245.9481201171875,916,400
