Timestamp,Pupil_X,Pupil_Y,Screen_X,Screen_Y
33.36666666666667,316.40692138671875,256.4388732910156,788,400
66.73333333333333,316.34027099609375,256.1241760253906,788,400
100.1,316.2106934,256.0952453613281,788,400
133.46666666666667,315.9128112792969,255.8807830810547,788,400
166.83333333333334,316.1134948730469,255.53500366210938,788,400
200.2,316.18865966796875,255.0655517578125,788,400
233.56666666666666,316.5644226074219,255.0559844970703,788,400
266.93333333333334,316.8219909667969,255.3101348876953,788,400
300.3,317.2729797363281,255.3940887451172,788,400
333.6666666666667,317.2261657714844,254.85340881347656,788,400
367.03333333333336,316.93267822265625,254.54104614257812,788,400
400.4,317.0432129,254.52182006835938,788,400
433.76666666666665,317.5833435058594,254.7825469970703,788,400
467.1333333333333,317.5980529785156,254.82301330566406,788,400
500.5,317.6798400878906,254.92388916015625,788,400
533.8666666666667,318.0054626464844,255.1471710205078,788,400
567.2333333333333,318.17718505859375,255.59085083007812,788,400
600.6,318.0525207519531,255.2511444091797,788,400
633.9666666666667,317.8883361816406,255.03932189941406,788,400
667.3333333333334,318.19110107421875,254.98556518554688,788,400
700.7,318.22454833984375,254.2089080810547,788,400
734.0666666666667,318.5024719238281,254.4237060546875,788,400
767.4333333333333,319.1706848144531,253.7829132080078,788,400
800.8,319.61541748046875,253.97305297851562,788,400
834.1666666666666,319.6942443847656,254.1373291015625,788,400
867.5333333333333,319.5645751953125,253.9169922,788,400
900.9,319.3125305175781,253.49612426757812,788,400
934.2666666666667,319.9774169921875,253.19908142089844,788,400
967.6333333333333,319.71319580078125,252.73312377929688,788,400
1001,319.8979187011719,252.47116088867188,788,400
1034.3666666666666,320.0496826171875,252.27085876464844,788,400
1067.7333333333333,320.9386291503906,251.94500732421875,788,400
1101.1,321.25286865234375,252.01766967773438,788,400
1134.4666666666667,321.7414551,252.2263641357422,788,400
1167.8333333333333,321.9298095703125,251.93861389160156,788,400
1201.2,322.14849853515625,251.5874786376953,788,400
1234.5666666666666,322.03204345703125,250.69985961914062,788,400
1267.9333333333334,321.8055419921875,250.3271026611328,788,400
1301.3,322.1128234863281,249.7164306640625,788,400
1334.6666666666667,321.9074401855469,249.66114807128906,788,400
1368.0333333333333,322.30438232421875,250.14466857910156,788,400
1401.4,322.4061584472656,249.97467041015625,788,400
1434.7666666666667,322.03863525390625,249.9920654296875,788,400
1468.1333333333334,322.1106872558594,249.8541259765625,788,400
1501.5,322.4031982421875,250.00479125976562,788,400
1534.8666666666666,322.61651611328125,250.06483459472656,788,400
1568.2333333333333,322.4084167480469,249.9257354736328,788,400
1601.6,322.65679931640625,249.48480224609375,788,400
1634.9666666666667,322.3729553222656,248.53846740722656,788,400
1668.3333333333333,322.3291016,248.51071166992188,788,400
1701.7,322.74981689453125,248.5442352294922,788,400
1735.0666666666666,322.2513427734375,248.78431701660156,788,400
1768.4333333333334,322.3299255371094,248.65858459472656,788,400
1801.8,322.1349792480469,248.57943725585938,788,400
1835.1666666666667,322.1116943359375,249.12501525878906,788,400
1868.5333333333333,322.0895080566406,248.81800842285156,788,400
1901.9,322.0559997558594,248.7148438,788,400
1935.2666666666667,321.7752685546875,248.4631348,788,400
1968.6333333333334,321.53985595703125,248.1834716796875,788,400
2002,321.9116516113281,248.17120361328125,788,400
2035.3666666666666,321.6419372558594,247.40191650390625,788,400
2068.733333333333,321.7298278808594,247.2093048095703,788,400
2102.1,321.8731994628906,246.79217529296875,788,400
2135.4666666666667,321.8369141,246.80148315429688,788,400
2168.8333333333335,321.83575439453125,246.65676879882812,788,400
2202.2,322.19342041015625,247.7477569580078,788,400
2235.5666666666666,322.3420104980469,247.90736389160156,788,400
2268.9333333333334,322.5276184082031,247.86087036132812,788,400
2302.3,322.77740478515625,247.93714904785156,788,400
2335.6666666666665,322.6534118652344,248.18472290039062,788,400
4304.3,281.9375915527344,247.18545532226562,412,400
4337.666666666667,282.0687561035156,248.12716674804688,412,400
4371.033333333334,281.7913513183594,248.3996124267578,412,400
4404.4,281.0730285644531,249.23641967773438,412,400
4437.766666666666,277.09844970703125,249.5232696533203,412,400
4471.133333333333,277.2021484,251.39002990722656,412,400
4504.5,277.0173645019531,252.30099487304688,412,400
4537.866666666667,276.5741882324219,251.88925170898438,412,400
4571.233333333334,278.3862609863281,251.89102172851562,412,400
4604.6,278.3631591796875,251.6564941,412,400
4637.966666666666,278.3198547363281,251.67184448242188,412,400
4671.333333333333,278.1629638671875,251.61668395996094,412,400
4704.7,278.0130920410156,251.47152709960938,412,400
4738.066666666667,278.0469055175781,250.52162170410156,412,400
4771.433333333333,278.1027832,250.79714965820312,412,400
4804.8,277.6129455566406,249.9411163330078,412,400
4838.166666666667,277.39007568359375,251.23297119140625,412,400
4871.533333333334,277.21441650390625,249.89385986328125,412,400
4904.9,276.628418,251.33526611328125,412,400
4938.266666666666,276.90472412109375,249.14222717285156,412,400
4971.633333333333,276.5447692871094,249.98529052734375,412,400
5005,276.0092468261719,250.35487365722656,412,400
5038.366666666667,275.9417724609375,249.32298278808594,412,400
5071.733333333334,275.81890869140625,249.44967651367188,412,400
5105.1,275.29669189453125,249.47256469726562,412,400
5138.466666666666,275.13836669921875,249.12713623046875,412,400
5171.833333333333,275.2939758300781,248.96629333496094,412,400
5205.2,274.6730041503906,248.64500427246094,412,400
5238.566666666667,274.3753967285156,248.66690063476562,412,400
5271.933333333333,273.66595458984375,248.7549591064453,412,400
5305.3,273.8078918457031,248.32276916503906,412,400
5338.666666666667,273.3490295410156,247.9718017578125,412,400
5372.033333333334,273.0035400390625,247.65196228027344,412,400
5405.4,273.0124512,247.47035217285156,412,400
5438.766666666666,272.6141052246094,246.8271484,412,400
5472.133333333333,272.3022155761719,247.0852508544922,412,400
5505.5,271.92852783203125,246.7888641357422,412,400
5538.866666666667,271.9076843261719,246.8589324951172,412,400
5572.233333333334,271.5785217285156,246.8020477294922,412,400
5605.6,271.1099548339844,246.67979431152344,412,400
5638.966666666666,270.7794494628906,246.31150817871094,412,400
5672.333333333333,270.59088134765625,246.2498321533203,412,400
5705.7,270.46710205078125,245.95191955566406,412,400
5739.066666666667,270.0111999511719,245.78228759765625,412,400
5772.433333333333,269.0013732910156,245.78648376464844,412,400
5805.8,268.5560607910156,245.5135498046875,412,400
5839.166666666667,269.9145508,246.46548461914062,412,400
5872.533333333334,269.5269775390625,246.41624450683594,412,400
5905.9,268.8820801,246.70599365234375,412,400
5939.266666666666,267.8937072753906,247.03323364257812,412,400
5972.633333333333,267.8882751464844,247.0265350341797,412,400
6006,267.69268798828125,246.85108947753906,412,400
6039.366666666667,267.2090148925781,246.6889190673828,412,400
6072.733333333334,266.7404479980469,246.6813507080078,412,400
6106.1,266.6109924316406,246.41714477539062,412,400
6139.466666666666,266.3708496,246.87962341308594,412,400
6172.833333333333,266.3238220214844,246.3011932373047,412,400
6206.2,265.8883972167969,246.07164001464844,412,400
6239.566666666667,265.7731934,246.64016723632812,412,400
6272.933333333333,265.4091491699219,246.39048767089844,412,400
6306.3,265.1869201660156,246.78382873535156,412,400
6339.666666666667,263.5136719,246.17364501953125,412,400
6373.033333333334,263.93438720703125,246.58531188964844,412,400
6406.4,263.5360412597656,246.44337463378906,412,400
6439.766666666666,263.2137145996094,245.8938446044922,412,400
6473.133333333333,262.9276123046875,246.12037658691406,412,400
6506.5,263.2928466796875,245.7439727783203,412,400
6539.866666666667,263.04205322265625,246.3009033203125,412,400
6573.233333333334,262.5259704589844,246.00546264648438,412,400
6606.6,262.6005554199219,245.94483947753906,412,400
